dim,dim_cn,decile,H,n,n_day,mean,median,exw,t,win,payoff,pf,p10,p90,nav_cagr,nav_mdd,nav_sharpe,nav_ann_arith,avg_holdings
ret5,过去5日涨幅,8,1,1051528,2865,0.0008022988000588972,0.0,0.00016175918084606843,2.121635007155038,0.47546903173286875,1.1327920253671682,1.0797472334920106,-0.03030303120613098,0.03246036171913147,0.17538083376635294,-0.5231670571251767,0.6806994059506157,0.20914592846624083,367.025479930192
ret5,过去5日涨幅,8,5,1049404,2861,0.0035405452472501106,0.0,0.00021482534258123552,1.2387088397907187,0.490606096412821,1.1803642930432874,1.1622169282374417,-0.0672037050127983,0.07543508261442186,0.17538083376635294,-0.5231670571251767,0.6806994059506157,0.20914592846624083,367.025479930192
ret5,过去5日涨幅,8,10,1046757,2856,0.006949508792415827,0.0,0.0002541700968248776,0.9541296318114763,0.49690711406754384,1.2264376332652038,1.2294916189569534,-0.09415584355592728,0.10994766652584076,0.17538083376635294,-0.5231670571251767,0.6806994059506157,0.20914592846624083,367.025479930192
ret5,过去5日涨幅,8,20,1041464,2846,0.012378105123727126,-0.001386995310895145,-0.000809619074480532,-2.25344501357803,0.49198724103761626,1.3193795482645405,1.2899939293030425,-0.13206085115671157,0.16401478648185738,0.17538083376635294,-0.5231670571251767,0.6806994059506157,0.20914592846624083,367.025479930192
ret5,过去5日涨幅,9,1,1051684,2865,0.0005428760854939113,-0.0012578477035276592,-0.0001355352086291652,-1.324730499805657,0.4661029358628638,1.1521978365033108,1.0471133232151821,-0.034471016749739646,0.0368810821324587,0.0896036197854222,-0.6433378063889635,0.4328788642829428,0.13438431087510405,367.0799301919721
ret5,过去5日涨幅,9,5,1049563,2861,0.0024845024907974344,-0.0025423169136047363,-0.001001015092183581,-4.406134997447734,0.475252081104231,1.1939176097971622,1.1003779707841022,-0.07534247636795044,0.08213080614805222,0.0896036197854222,-0.6433378063889635,0.4328788642829428,0.13438431087510405,367.0799301919721
ret5,过去5日涨幅,9,10,1046919,2856,0.005171525089462727,-0.0029895417392253876,-0.001765241351975777,-5.215795417914535,0.480096358935123,1.2313461070072704,1.1512500078985852,-0.10481101423501968,0.1179487332701683,0.0896036197854222,-0.6433378063889635,0.4328788642829428,0.13438431087510405,367.0799301919721
ret5,过去5日涨幅,9,20,1041623,2846,0.009473298916311141,-0.006227339617908001,-0.004094313354199438,-8.832730150297643,0.474739901096654,1.3138802876581743,1.1968988547945258,-0.1465720385313034,0.17420197427272802,0.0896036197854222,-0.6433378063889635,0.4328788642829428,0.13438431087510405,367.0799301919721
ret5,过去5日涨幅,10,1,1053146,2865,-0.0008590031147240193,-0.003424663213081658,-0.0014862109675916621,-7.999949162285111,0.4467063446093894,1.144799832668596,0.9492336528998538,-0.05000001937150955,0.05070423521101475,-0.23044194870890322,-0.9778398220738297,-0.6120822254737321,-0.20527465226828442,367.59022687609075
ret5,过去5日涨幅,10,5,1051020,2861,-0.0023414753341858474,-0.00956065021455288,-0.005706932816620296,-15.640469718568948,0.43923617057715364,1.1789083660013047,0.9337440663406368,-0.10539209842681885,0.10078039392828939,-0.23044194870890322,-0.9778398220738297,-0.6120822254737321,-0.20527465226828442,367.59022687609075
