dim,dim_cn,decile,H,n,gross,exw,t
hv20,波动率,3,10,1043689,0.007292048539966345,0.0015654530143365264,6.568290705777297
hv20,波动率,3,20,1038384,0.013502517715096474,0.00226276321336627,6.546811333045139
hv20,波动率,3,60,1017301,0.034210216253995895,0.005851279478520155,12.009594802092074
hv20,波动率,4,5,1046091,0.003944598603993654,0.0010226736776530743,8.085728468553201
hv20,波动率,4,10,1043446,0.007539427373558283,0.001875534188002348,10.459124333103714
hv20,波动率,4,20,1038154,0.014510792680084705,0.0034723258577287197,13.635838599437324
hv20,波动率,4,60,1017038,0.03617292270064354,0.00819205492734909,23.027751005626033
hv20,波动率,5,5,1045766,0.0038370320107787848,0.0009812633506953716,9.662086229303476
hv20,波动率,5,10,1043120,0.007418798748403788,0.0018356539076194167,12.779650283053368
hv20,波动率,5,20,1037825,0.01389602106064558,0.002898338483646512,14.38827199310329
hv20,波动率,5,60,1016733,0.03563246503472328,0.007613251451402903,24.14771945785956
hv20,波动率,6,5,1046614,0.0038178791292011738,0.0009577354067005217,9.566562346168453
hv20,波动率,6,10,1043961,0.007466878276318312,0.0018389325123280287,13.26994716817547
hv20,波动率,6,20,1038667,0.014023572206497192,0.003049186896532774,16.268673317997017
hv20,波动率,6,60,1017564,0.03458282724022865,0.005976340267807245,18.06173388577872
hv20,波动率,7,5,1046343,0.0033975967671722174,0.0005162407178431749,4.2245875481013355
hv20,波动率,7,10,1043691,0.0066768089309334755,0.001042496645823121,5.882709817706789
hv20,波动率,7,20,1038401,0.01302318274974823,0.001959261018782854,7.798988844022565
hv20,波动率,7,60,1017309,0.0331396758556366,0.004263030830770731,10.48436220177595
hv20,波动率,8,5,1046072,0.002810395322740078,-0.00016242460696958005,-0.9655324015445952
hv20,波动率,8,10,1043428,0.0056616258807480335,-0.0001705511094769463,-0.7109153915367191
hv20,波动率,8,20,1038127,0.011105392128229141,-0.00023322695051319897,-0.6876423672505662
hv20,波动率,8,60,1017042,0.02861633710563183,-0.0009362094569951296,-1.8172326755423358
hv20,波动率,9,5,1046326,0.002091317903250456,-0.0009621540084481239,-3.9774350795342253
hv20,波动率,9,10,1043683,0.004277365747839212,-0.00165473367087543,-4.8727951258933615
hv20,波动率,9,20,1038394,0.008596871979534626,-0.0027700678911060095,-5.652246710163601
hv20,波动率,9,60,1017296,0.022042933851480484,-0.00799595844000578,-11.960692740296357
hv20,波动率,10,5,1047752,-0.00040248388540931046,-0.003404557704925537,-8.065738481734012
hv20,波动率,10,10,1045094,-7.905683742137626e-05,-0.005990287289023399,-10.067096760351399
hv20,波动率,10,20,1039794,0.0013700486160814762,-0.010085771791636944,-12.331788359114446
hv20,波动率,10,60,1018678,0.0030367455910891294,-0.02670399658381939,-26.243449026373526
px_ma60_pct,距MA60,1,5,1042687,0.005063498858362436,0.0023844584356993437,6.91766142507813
px_ma60_pct,距MA60,1,10,1040047,0.009023038670420647,0.0036747530102729797,7.940718817463893
px_ma60_pct,距MA60,1,20,1034766,0.016394641250371933,0.005653239320963621,9.009420660575913
px_ma60_pct,距MA60,1,60,1013691,0.027175437659025192,-0.0003186740796081722,-0.34871538991091255
px_ma60_pct,距MA60,2,5,1044117,0.004254971165210009,0.0016030307160690427,7.190426597280384
px_ma60_pct,距MA60,2,10,1041467,0.007951430045068264,0.0027280249632894993,8.521043050234908
px_ma60_pct,距MA60,2,20,1036175,0.014999947510659695,0.00439072959125042,9.970184863887402
px_ma60_pct,距MA60,2,60,1015090,0.03131449595093727,0.004342533182352781,6.945892088083582
px_ma60_pct,距MA60,3,5,1044358,0.003781474893912673,0.0010210589971393347,6.170957336527427
px_ma60_pct,距MA60,3,10,1041718,0.007264313753694296,0.0018463620217517018,7.731806288827016
px_ma60_pct,距MA60,3,20,1036423,0.014099753461778164,0.0032883365638554096,9.780353170491964
px_ma60_pct,距MA60,3,60,1015335,0.033181507140398026,0.005981233436614275,12.46207238628768
px_ma60_pct,距MA60,4,5,1044122,0.0038513215258717537,0.0011021513491868973,8.437693576617503
px_ma60_pct,距MA60,4,10,1041480,0.007395741995424032,0.001953722443431616,10.395631006046148
px_ma60_pct,距MA60,4,20,1036192,0.014168763533234596,0.0032228725031018257,11.87662974436504
px_ma60_pct,距MA60,4,60,1015111,0.03471030667424202,0.007228466682136059,18.86208240949353
px_ma60_pct,距MA60,5,5,1043798,0.003738678991794586,0.0008935329969972372,8.22003281515575
px_ma60_pct,距MA60,5,10,1041153,0.007175284903496504,0.0016240710392594337,10.415899255154589
px_ma60_pct,距MA60,5,20,1035857,0.013849637471139431,0.0028136849869042635,12.600761511800908
px_ma60_pct,距MA60,5,60,1014768,0.03451675549149513,0.00697012385353446,21.72213367569183
px_ma60_pct,距MA60,6,5,1044674,0.003638187889009714,0.0007379622547887266,6.8226501833405315
px_ma60_pct,距MA60,6,10,1042026,0.006870439741760492,0.00127760402392596,8.578728071609474
px_ma60_pct,距MA60,6,20,1036732,0.012887921184301376,0.0019764534663408995,9.43181433249156
px_ma60_pct,距MA60,6,60,1015620,0.0332605354487896,0.005625950638204813,17.85057008770697
px_ma60_pct,距MA60,7,5,1044382,0.0033507414627820253,0.00034098015748895705,2.6620047953790746
px_ma60_pct,距MA60,7,10,1041726,0.006167163141071796,0.0003584806981962174,2.0633452105862022
px_ma60_pct,距MA60,7,20,1036428,0.011386318132281303,0.00029543432174250484,1.2246754571591345
px_ma60_pct,距MA60,7,60,1015324,0.03105609491467476,0.0031946697272360325,8.399941896455102
px_ma60_pct,距MA60,8,5,1044117,0.002645896514877677,-0.0004890459240414202,-2.9194934622803204
px_ma60_pct,距MA60,8,10,1041466,0.005175468046218157,-0.0008061529952101409,-3.4668243187516476
px_ma60_pct,距MA60,8,20,1036167,0.009273181669414043,-0.0019819464068859816,-6.267986901018016
px_ma60_pct,距MA60,8,60,1015064,0.0272491667419672,-0.000928641646169126,-1.9063549152599413
px_ma60_pct,距MA60,9,5,1044358,0.0013742168666794896,-0.001913160434924066,-8.11361429554887
px_ma60_pct,距MA60,9,10,1041711,0.0028000986203551292,-0.0034930426627397537,-10.265732009991371
px_ma60_pct,距MA60,9,20,1036419,0.0056746285408735275,-0.005992969032377005,-12.611068886223803
px_ma60_pct,距MA60,9,60,1015338,0.020038455724716187,-0.008655467070639133,-13.546543826030407
px_ma60_pct,距MA60,10,5,1045785,-0.002674242714419961,-0.005954901222139597,-13.868607497565202
px_ma60_pct,距MA60,10,10,1043121,-0.003292300272732973,-0.00958374422043562,-15.866797642302567
px_ma60_pct,距MA60,10,20,1037823,-0.002344207838177681,-0.014189346693456173,-16.567115691462057
px_ma60_pct,距MA60,10,60,1016717,0.004712966736406088,-0.024481361731886864,-23.110786581004756
rs_mkt20,相对强弱RS20,1,5,1044466,0.0042030890472233295,0.001483899774029851,4.534186005507303
rs_mkt20,相对强弱RS20,1,10,1041824,0.007560159545391798,0.002118923468515277,4.831780000404871
rs_mkt20,相对强弱RS20,1,20,1036535,0.014486683532595634,0.0037206350825726986,6.298109460244183
rs_mkt20,相对强弱RS20,1,60,1015468,0.029257791116833687,0.0004979691002517939,0.5584081051067294
rs_mkt20,相对强弱RS20,2,5,1045888,0.0036999692674726248,0.0009711941820569336,4.62758136353085
rs_mkt20,相对强弱RS20,2,10,1043238,0.007389841601252556,0.0020209457725286484,7.029103890630799
rs_mkt20,相对强弱RS20,2,20,1037940,0.014706349931657314,0.0038909849245101213,9.452308897202174
rs_mkt20,相对强弱RS20,2,60,1016835,0.03336147218942642,0.004763700999319553,7.603715933608797
rs_mkt20,相对强弱RS20,3,5,1046167,0.0038576850201934576,0.001144922454841435,7.195723012214443
rs_mkt20,相对强弱RS20,3,10,1043523,0.007553857285529375,0.0022044635843485594,9.516429747671967
rs_mkt20,相对强弱RS20,3,20,1038236,0.014578012749552727,0.00373627757653594,11.558711934358067
rs_mkt20,相对强弱RS20,3,60,1017133,0.03449879214167595,0.006143869366496801,12.767676198469298
rs_mkt20,相对强弱RS20,4,5,1045889,0.0038421947974711657,0.0010395220015197992,8.207280848267374
rs_mkt20,相对强弱RS20,4,10,1043241,0.007553134113550186,0.0020736861042678356,11.315081993982512
rs_mkt20,相对强弱RS20,4,20,1037958,0.014493064023554325,0.003624686971306801,13.746510116430418
rs_mkt20,相对强弱RS20,4,60,1016869,0.03428080305457115,0.006180003751069307,16.227834296622127
rs_mkt20,相对强弱RS20,5,5,1045619,0.004016883205622435,0.0012106694048270583,10.879874375419327
rs_mkt20,相对强弱RS20,5,10,1042984,0.007590762805193663,0.002118141856044531,12.989368385198354
rs_mkt20,相对强弱RS20,5,20,1037694,0.013976607471704483,0.00309006473980844,13.598791892640765
rs_mkt20,相对强弱RS20,5,60,1016620,0.03433237224817276,0.0063447775319218636,18.886462758528623
rs_mkt20,相对强弱RS20,6,5,1046358,0.00393108231946826,0.0010281846625730395,9.337378548714653
rs_mkt20,相对强弱RS20,6,10,1043698,0.007379039190709591,0.0017279376043006778,11.258278907522962
rs_mkt20,相对强弱RS20,6,20,1038404,0.013445007614791393,0.0023697142023593187,10.74324822564792
rs_mkt20,相对强弱RS20,6,60,1017312,0.033311162143945694,0.005181638058274984,15.027852469002603
rs_mkt20,相对强弱RS20,7,5,1046261,0.0036463479045778513,0.000667705200612545,5.34621105991531
rs_mkt20,相对强弱RS20,7,10,1043617,0.0068891616538167,0.0010333466343581676,6.0925770075258265
rs_mkt20,相对强弱RS20,7,20,1038314,0.012326034717261791,0.0011696011060848832,4.845728375992839
rs_mkt20,相对强弱RS20,7,60,1017217,0.03136619180440903,0.0029574076179414988,7.927973556084654
rs_mkt20,相对强弱RS20,8,5,1045850,0.0030457833781838417,-5.802437954116613e-05,-0.36235111998510894
rs_mkt20,相对强弱RS20,8,10,1043197,0.0055177784524858,-0.000539536529686302,-2.4453833979321438
rs_mkt20,相对强弱RS20,8,20,1037907,0.009754219092428684,-0.0016669380711391568,-5.466864424215147
rs_mkt20,相对强弱RS20,8,60,1016807,0.027588555589318275,-0.0012900358997285366,-2.756520469355349
rs_mkt20,相对强弱RS20,9,5,1046158,0.0016227776650339365,-0.001654909923672676,-7.385656416346589
rs_mkt20,相对强弱RS20,9,10,1043508,0.0030082527082413435,-0.0033490704372525215,-10.358838846244685
rs_mkt20,相对强弱RS20,9,20,1038200,0.006071947049349546,-0.005916354712098837,-13.059229572378419
rs_mkt20,相对强弱RS20,9,60,1017116,0.02173239178955555,-0.007903041318058968,-12.229182006554637
rs_mkt20,相对强弱RS20,10,5,1047550,-0.0026839228812605143,-0.006002005189657211,-15.237019001422398
rs_mkt20,相对强弱RS20,10,10,1044893,-0.0031199867371469736,-0.009665315970778465,-17.481919212066895
rs_mkt20,相对强弱RS20,10,20,1039602,-0.0019935956224799156,-0.014336388558149338,-18.06523301646335
rs_mkt20,相对强弱RS20,10,60,1018489,0.006675140932202339,-0.02362166717648506,-22.54774795868393
