label,dim,grp,n,mean1,median1,win1,ex1,exw1,t1,ndays1,mean5,median5,win5,ex5,exw5,t5,ndays5,mean20,median20,win20,ex20,exw20,t20,ndays20,mean60,median60,win60,ex60,exw60,t60,ndays60
hist_z,规模D1,Q5(高),182800,0.0014364513335749507,0.0,0.48213894967177245,0.0007416207226924598,0.0003798506804741919,1.9832407886625278,2792,0.007347180973738432,0.0007143020629882812,0.5020787746170678,0.003992898389697075,0.002330935327336192,5.0216727745752285,2792,0.025010844692587852,0.004661235027015209,0.5191849015317287,0.016133656725287437,0.009087242186069489,9.514602759359732,2792,0.05230940133333206,0.0019763014279305935,0.5036368041196455,0.03339482843875885,0.026163196191191673,19.50983660492097,2752
hist_z,规模D2,Q5(高),189559,0.000994922942481935,0.0,0.47531375455662883,0.0003655236214399338,0.00021004219888709486,1.4338842374153862,2792,0.004744106438010931,0.0,0.4928280904626,0.001843716949224472,0.0007787708891555667,2.382115159353222,2792,0.014792287722229958,0.0,0.498525525034422,0.006001367699354887,0.0037607992999255657,6.298116494897864,2792,0.036901846528053284,-0.004771368578076363,0.48584603699886075,0.013469685800373554,0.012335799634456635,14.074333637407891,2752
hist_z,规模D3,Q5(高),196898,0.0005895531503483653,-0.0009145146468654275,0.46655120925555366,6.625396508752601e-06,-0.00010127149289473891,-0.7287203239882355,2792,0.0030432057101279497,-0.00213483814150095,0.4747127954575465,0.00030664156656712294,-0.00037779114791192114,-1.223035983405286,2792,0.010077881626784801,-0.004164917394518852,0.479842354924885,0.0016410865355283022,-0.00020216767734382302,-0.3765361139773801,2792,0.029659923166036606,-0.013674586080014706,0.4640812172142913,0.005799536593258381,0.004990423563867807,6.027370242896566,2752
hist_z,规模D4,Q5(高),203070,0.0003877169219776988,-0.001306778285652399,0.46237750529374105,-0.00018968027143273503,-0.00021988623484503478,-1.6694097015781937,2792,0.0018746120622381568,-0.0031373430974781513,0.46813906534692473,-0.000722258526366204,-0.0011550792260095477,-4.1737492436974994,2792,0.006831762846559286,-0.00790095329284668,0.46582459250504754,-0.0019240807741880417,-0.002846409333869815,-5.708789904558288,2792,0.02102827839553356,-0.020833324640989304,0.44706368899917287,-0.0025480277836322784,-0.0020482821855694056,-2.6977510918400682,2752
hist_z,规模D5,Q5(高),206587,-2.9474507755367085e-05,-0.0017595902318134904,0.45686805074859504,-0.0005413063336163759,-0.0005335459136404097,-3.9367857396975254,2792,0.00034959556069225073,-0.004510287661105394,0.4589833823038236,-0.0020346532110124826,-0.002358764410018921,-8.275831849814372,2792,0.00356748653575778,-0.011291475966572762,0.4549318204920929,-0.005357301793992519,-0.00600025849416852,-12.422251848003102,2792,0.015141967684030533,-0.02631576545536518,0.43686373008064155,-0.009273470379412174,-0.009284070692956448,-13.259551440901484,2752
hist_z,规模D6,Q5(高),210567,-0.000274913152679801,-0.001915693050250411,0.4556886881610129,-0.0007947059930302203,-0.0008556268294341862,-6.120574662810231,2792,-0.000418326846556738,-0.0054884436540305614,0.4536038410577156,-0.0029397131875157356,-0.0033047397155314684,-11.129123704952368,2792,0.0010547784622758627,-0.01397630013525486,0.44656095209600744,-0.008840327151119709,-0.00942163821309805,-18.980125125767668,2792,0.01073641236871481,-0.030826900154352188,0.4280047408267421,-0.014720017090439796,-0.014573980122804642,-20.596222879191906,2752
hist_z,规模D7,Q5(高),213796,-0.0003255634510423988,-0.0020722083281725645,0.4549523845160808,-0.000902524043340236,-0.0009193350560963154,-6.08617724801659,2792,-0.0009111629915423691,-0.006107319612056017,0.45115904881288704,-0.003812215756624937,-0.003946363925933838,-13.442751461822441,2792,-0.000729191757272929,-0.01600000262260437,0.44139272951785813,-0.011557502672076225,-0.012184696272015572,-22.725210100103066,2792,0.005498137325048447,-0.038181766867637634,0.41510889702765646,-0.019991552457213402,-0.01984715275466442,-24.118287815245115,2752
hist_z,规模D8,Q5(高),215347,-0.0004747630446217954,-0.0023219299037009478,0.4540625130603166,-0.0009938775328919291,-0.001092542544938624,-6.544239687603089,2792,-0.0017026920104399323,-0.006796884350478649,0.4484993986449776,-0.004349984228610992,-0.00480386707931757,-14.357557167024943,2792,-0.0023123358841985464,-0.01946474239230156,0.43389041871955497,-0.01310829259455204,-0.01437827292829752,-21.53356781564926,2792,-0.0007074137683957815,-0.04427136480808258,0.40534282750165046,-0.026261568069458008,-0.025888681411743164,-27.861054043493827,2752
hist_z,规模D9,Q5(高),219115,-0.0006763060810044408,-0.0024067272897809744,0.45402642448029573,-0.0012187950778752565,-0.001284077181480825,-6.742921307454942,2792,-0.0020196796394884586,-0.007407424505800009,0.44677452479291696,-0.004808632656931877,-0.005416984669864178,-14.100069348939849,2792,-0.00260447571054101,-0.018615955486893654,0.43822650206512564,-0.014784237369894981,-0.015858830884099007,-20.083396352914576,2792,-0.0041871280409395695,-0.04807691276073456,0.40283147442494366,-0.02989199571311474,-0.030692582949995995,-26.153806587628203,2752
hist_z,规模D10,Q5(高),223336,-0.0003145451482851058,-0.002086312510073185,0.46049450155819033,-0.0008215345442295074,-0.0011452786857262254,-4.343921104259262,2792,-0.0004999837256036699,-0.006944458931684494,0.45134684958985566,-0.0033220406621694565,-0.004680455196648836,-8.769960922709656,2792,0.0001598650123924017,-0.018803419545292854,0.4391186373894043,-0.012925539165735245,-0.016034618020057678,-14.819476161290085,2792,-0.005897311959415674,-0.049398474395275116,0.4004418155261415,-0.03151437267661095,-0.033815689384937286,-20.841035094055265,2752
vr20m,规模D1,Q5(高),232144,0.0013370817760005593,0.0,0.4742659728444414,0.0006526327924802899,0.00030869292095303535,1.8122248911624843,2831,0.006120740436017513,0.0,0.4931206492521883,0.0029182753060013056,0.0018874563975259662,4.656087317997623,2831,0.02773136831820011,0.004329003393650055,0.5154559239092977,0.015605202876031399,0.011126640252768993,11.906077135519814,2831,0.06309349834918976,0.007376254070550203,0.5177165094940461,0.03627863526344299,0.032111756503582,23.40436750655459,2791
vr20m,规模D2,Q5(高),216189,0.0008481753757223487,-0.0009634308516979218,0.46729019515331494,0.00022274018556345254,0.00018200214253738523,1.413348710945388,2831,0.004362856969237328,-0.0010050081182271242,0.4850200518990328,0.0012222990626469254,0.0007747220806777477,2.7135277819373393,2831,0.016889583319425583,0.0,0.49916045682250254,0.0057913255877792835,0.004972753114998341,9.752174644012573,2831,0.04365678131580353,-0.002795302541926503,0.4910880076913651,0.014827673323452473,0.015244666486978531,18.605801271749748,2791
vr20m,规模D3,Q5(高),214276,0.0003716969513334334,-0.0015151286497712135,0.4599161828669566,-0.00025233023916371167,-0.0002980113204102963,-2.3603749912673337,2831,0.002577821956947446,-0.0028588068671524525,0.4704213257667681,-0.0004163002595305443,-0.0006759220850653946,-2.5870654061028557,2831,0.012654170393943787,-0.003180521307513118,0.4846553043737983,0.0016943431692197919,0.0016329159261658788,3.5501000605665975,2831,0.03532212972640991,-0.01078864373266697,0.4716666666666667,0.006100368686020374,0.0069684553891420364,9.350336289209348,2791
vr20m,规模D4,Q5(高),212751,0.00036551442462950945,-0.001782487495802343,0.4568815187707696,-0.00025096730678342283,-0.00015567395894322544,-1.2530176346601507,2831,0.0016926978714764118,-0.003731286386027932,0.4648203768724941,-0.0013256813399493694,-0.0013583843829110265,-5.46393837807192,2831,0.008952588774263859,-0.007843130268156528,0.4666018021066881,-0.001892884261906147,-0.0018544396152719855,-4.314003438179791,2831,0.027301505208015442,-0.01869271695613861,0.45346419602514176,-0.0017785464879125357,-0.0008826907724142075,-1.3175215870286896,2791
vr20m,规模D5,Q5(高),212015,6.774971552658826e-05,-0.002047606511041522,0.45472254321628186,-0.0005065292352810502,-0.0004844266804866493,-3.9355752444643364,2831,0.0006085657514631748,-0.005076137371361256,0.45626960356578544,-0.0022015846334397793,-0.002312710275873542,-9.187098942981178,2831,0.0059050219133496284,-0.011213799007236958,0.4567318350116737,-0.004807184915989637,-0.004824734292924404,-10.843017654337574,2831,0.020795106887817383,-0.025757575407624245,0.43881382647970424,-0.00834305677562952,-0.00755858002230525,-11.814133482320985,2791
