vr_th,cagr_train,mdd_train,sharpe_train,n_train,wr_train,cagr_valid,mdd_valid,sharpe_valid,n_valid,wr_valid,cagr_test,mdd_test,sharpe_test,n_test,wr_test
0.8,-0.29925830285451505,-0.968010296450158,-1.2367720830971747,3194,0.30150281778334376,-0.2486972287327408,-0.6551273942893812,-0.9158456794482566,872,0.29701834862385323,-0.3094126798991105,-0.5077783771706585,-1.2486670581876855,711,0.32770745428973275
0.9,-0.29784507499504087,-0.9667431583938682,-1.2352595551732608,3175,0.30299212598425196,-0.24876471388908072,-0.6551273942893812,-0.9136854308224914,872,0.2958715596330275,-0.3094126798991105,-0.5077783771706585,-1.2486670581876855,711,0.32770745428973275
1.0,-0.29645542755883003,-0.9662140401776408,-1.2324868037909922,3183,0.3038014451775055,-0.24876471388908072,-0.6551273942893812,-0.9136854308224914,872,0.2958715596330275,-0.3094126798991105,-0.5077783771706585,-1.2486670581876855,711,0.32770745428973275
1.1,-0.2975567466154144,-0.9665315614119658,-1.2478299276879259,3197,0.3024710666249609,-0.23359798752519856,-0.6551273942893812,-0.8472256706026439,868,0.2995391705069124,-0.3094126798991105,-0.5077783771706585,-1.2486670581876855,711,0.32770745428973275
1.2,-0.2991585993018372,-0.9671360497087349,-1.2583870373352528,3189,0.30009407337723426,-0.23359798752519856,-0.6551273942893812,-0.8472256706026439,868,0.2995391705069124,-0.3094126798991105,-0.5077783771706585,-1.2486670581876855,711,0.32770745428973275
1.3,-0.29810654639861045,-0.9667401254208293,-1.2555954723887692,3181,0.30147752279157497,-0.24177189330075133,-0.6551273942893812,-0.8833605051878987,869,0.29804372842347526,-0.3094126798991105,-0.5077783771706585,-1.2486670581876855,711,0.32770745428973275
1.5,-0.2833850977808222,-0.9609910008974767,-1.1811873406846645,3164,0.3034134007585335,-0.23908062033912514,-0.6564156710351227,-0.8727896302558648,868,0.30069124423963134,-0.3094126798991105,-0.5077783771706585,-1.2486670581876855,711,0.32770745428973275
2.0,-0.29008789031553195,-0.9623568725266983,-1.2716916315709696,3138,0.30210325047801145,-0.23414981787789624,-0.6555157780619011,-0.8525159721365699,862,0.302784222737819,-0.2622156330339306,-0.4693224144514019,-1.0363193848643828,702,0.33618233618233617
2.5,-0.24300692314850414,-0.9392913076812283,-0.9884376137218898,2987,0.30733177100770004,-0.231237950640385,-0.6352251435668144,-0.8509948164034123,860,0.3023255813953488,-0.24491885599697827,-0.46804259553310623,-0.9487949295421665,696,0.34195402298850575
