strategy,n,cagr,mdd,sharpe,win,pf,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,seg_2015-2020,seg_2021-2022,seg_2023-2024,seg_2025-2026,is_ret,oos_ret,pos_year
距MA60 D1 + 小市值30%,253791,0.28009312398039055,-0.46895210114640096,0.9018294930865309,0.5286692366141936,1.6417652458395746,1.9532416414540195,0.3189507318425986,-0.1602915171502174,-0.16566315169634305,0.4086512700366234,0.1008815615579739,0.5020603200577449,-0.05559796366179637,0.1989430068410769,0.2826736342713443,0.7870102282984328,0.010090259652750344,3.231960551282797,0.4185488249653484,0.5378525838690591,0.8050416255040869,3.231960551282797,2.9377325581774083,9/12
距MA60 D1~D2 + 小市值30% + 熊市,254100,0.2596723492428632,-0.41169487723217124,0.9096051606398907,0.5760051618828205,2.0191741344937366,1.2845970026904698,0.5094339350994468,-0.11724824899859543,-0.1662542245145704,0.43879882660349745,0.1894970997569263,0.18278516149297697,0.013996358649469798,0.4216339724760021,0.18683392713349156,0.5116880943675932,0.044188396246103157,3.3436958587709302,0.19933984681850325,0.6872434305000774,0.5784871668820271,3.3436958587709302,2.1941923421857723,10/12
距MA60 D1~D3 + 小市值30% + 熊市,421701,0.23093213623653353,-0.4367304693482348,0.8493269147320626,0.5696095380029806,1.8899615725243346,1.1859017435641546,0.47085651475216306,-0.13377531425231937,-0.19863310949571455,0.41370621444642164,0.20864316206718558,0.1665305485545847,0.01099413865497434,0.3930196426453423,0.14534258859139593,0.45400860067563675,0.02235042775560525,2.8134684925371576,0.17935554715065805,0.595484723466079,0.486506314861066,2.8134684925371576,1.797075330093008,10/12
距MA120 D1 + 小市值30% + 熊市,131641,0.24484810322182482,-0.3926202523017742,0.8556422009423004,0.5745631483918352,1.9949794285286164,0.8666958217309535,0.5993932268782607,-0.11594997401407259,-0.1333922086293119,0.4858844877437887,0.1588410515947627,0.1486210460580646,0.01967794147964219,0.44272922160202444,0.288254800215773,0.3543515710402083,0.044124188577447265,2.938557215295582,0.17122354378468008,0.8586028451403718,0.41411123516094883,2.938557215295582,2.078293067916077,10/12
[对照] 距MA60 D1 剔除最小10%,974173,0.13033906460223244,-0.5495619724053586,0.5339347838783348,0.4865981378289806,1.2593043429029465,1.0431845532305601,0.05454324563778146,-0.2037484195299304,-0.28603888733597205,0.3794924288484518,0.10866753187793954,0.28059015996853054,-0.06888812087847929,-0.008728008703670853,0.1393550908662624,0.5441836346338689,0.03661891385194593,0.8733438822017738,0.1923727102328272,0.12941078971661035,0.6007299621221116,0.8733438822017738,1.1556687912527366,8/12
[对照] 距MA60 D1 全市值,1045862,0.14681197318098227,-0.5337595319819768,0.5778607821918811,0.4898607108363168,1.2899578813128418,1.1190748094841378,0.0702171173097128,-0.19497680757345393,-0.28177957984388635,0.3980308149735501,0.11576564482204121,0.2969337215853305,-0.06952445912850569,0.010919683148945314,0.17967510508172824,0.5679399039405506,0.03176566309419493,1.0453802210087746,0.20676510606658893,0.19255678344791893,0.6177465546810714,1.0453802210087746,1.3281571654070357,9/12
[对照] 全A等权(市场),10535057,0.07523121944527489,-0.6510141300291349,0.3926205278471819,0.4757188540875133,1.1768911527156112,0.5957628573620719,0.04326634731031609,-0.177927740283655,-0.32394227655252794,0.30306122565966054,0.1706742100687355,0.24282115400098125,-0.11265219403037408,0.06437150429598337,0.028557027210769137,0.42429411535069694,-0.03856288888776005,0.4114262682699137,0.10281462421540755,0.09476679030653079,0.3693692196369369,0.3821384933977694,0.6532734554515325,8/12
