entry,year,n,mean20,win,exw20,t
EN5_柱连5日改善,2024,166740,0.012200765244505052,0.4448722562072688,-0.00953917694745655,-4.130835740616066
EN5_柱连5日改善,2025,207538,0.046134516164336156,0.6279139241970145,-0.006501336980864235,-3.564464618918763
EN5_柱连5日改善,2026,131413,-0.00014042474215868932,0.4582118968443,-0.003907289144491168,-1.694269227838643
EN6_金叉+不过热+量温和+RS正,2015,1095,0.0900605491050297,0.7324200913242009,-0.03453145057225285,-3.2235502091744124
EN6_金叉+不过热+量温和+RS正,2016,3984,0.020726598065021338,0.5416666666666666,0.003015678863247415,0.7415826531740438
EN6_金叉+不过热+量温和+RS正,2017,5782,-0.008635423765383917,0.4712902109996541,0.003751384799795436,1.7466518697580216
EN6_金叉+不过热+量温和+RS正,2018,7574,-0.020434011638909226,0.3842091365196726,-0.007082928956928054,-2.584751481595437
EN6_金叉+不过热+量温和+RS正,2019,6104,0.027324463642979933,0.5350589777195282,-0.0003180830030584366,-0.08369520559374335
EN6_金叉+不过热+量温和+RS正,2020,4366,0.01190932911168913,0.46220797068254693,0.0031128807375338146,0.8125565501891251
EN6_金叉+不过热+量温和+RS正,2021,4764,0.025435412214956432,0.5272879932829555,-0.002299496890310089,-0.7793945731781771
EN6_金叉+不过热+量温和+RS正,2022,7289,-0.003186130286051796,0.44231033063520375,-0.0011336303451057418,-0.3512547816067237
EN6_金叉+不过热+量温和+RS正,2023,8773,-0.0005382090877234208,0.46107374900262166,-0.006878574530446066,-3.1867642218254972
EN6_金叉+不过热+量温和+RS正,2024,9130,0.03233911041618947,0.4932092004381161,-0.006216401138891784,-1.9594689527859688
EN6_金叉+不过热+量温和+RS正,2025,6477,0.041178954681207615,0.6038289331480624,-0.009684030263252288,-2.798558727251584
EN6_金叉+不过热+量温和+RS正,2026,4671,0.00484970699804228,0.47291800470991224,-0.006903345791511865,-1.2539137110721768
EN7_0轴下金叉+距60日高点<-15%,2015,5425,0.06497871799116703,0.6589861751152074,-0.029869139927368733,-3.4710689886888377
EN7_0轴下金叉+距60日高点<-15%,2016,8033,0.039267156007409244,0.5904394373210506,-0.01102548172598341,-2.305886523630725
EN7_0轴下金叉+距60日高点<-15%,2017,9557,-0.0023904020543097167,0.5107251229465314,-0.01571930654747507,-5.547398645303155
EN7_0轴下金叉+距60日高点<-15%,2018,15614,-0.011055255551376398,0.422505443832458,-0.01382214191411976,-6.053671220748495
EN7_0轴下金叉+距60日高点<-15%,2019,11461,0.04287495896625658,0.6218480062821743,-0.007711796275008944,-2.137656727352618
EN7_0轴下金叉+距60日高点<-15%,2020,12325,0.0007908510585368612,0.45582150101419877,-0.014703458958939658,-4.806331224939677
EN7_0轴下金叉+距60日高点<-15%,2021,15618,0.028104360290717757,0.5590344474324498,-0.0012712560651049478,-0.5707495227267552
EN7_0轴下金叉+距60日高点<-15%,2022,18962,0.010199714600712076,0.5155046935977218,-0.0028558237580644254,-1.28973846212858
EN7_0轴下金叉+距60日高点<-15%,2023,15148,0.005590142754697371,0.4784790071296541,-0.0101398602982679,-4.730347438461883
EN7_0轴下金叉+距60日高点<-15%,2024,22391,0.05364309444936688,0.5294537984011434,-0.005967570928876372,-1.6857324170469867
EN7_0轴下金叉+距60日高点<-15%,2025,16837,0.05627338374733583,0.6784462790283304,-0.0075946947751628635,-2.8910466862578765
EN7_0轴下金叉+距60日高点<-15%,2026,15655,0.006854713764221471,0.49926541041200895,-0.012140702775033369,-3.500634560472372
EN8_金叉+放量跌为主,2015,179,0.04109766518966196,0.6033519553072626,-0.00399592469002587,-0.1860234732163102
EN8_金叉+放量跌为主,2016,162,0.056707106217980016,0.6419753086419753,0.000416167867507429,0.04674160212377526
EN8_金叉+放量跌为主,2017,254,-0.01249923601796335,0.4409448818897638,-0.0050717328290900135,-0.7648963957525207
EN8_金叉+放量跌为主,2018,496,0.011335844247891486,0.5161290322580645,-0.026690303516570875,-3.503103584724562
EN8_金叉+放量跌为主,2019,352,0.06023647355433235,0.6363636363636364,-0.006051453676914243,-0.8042803996302544
EN8_金叉+放量跌为主,2020,424,0.00833702731280348,0.4669811320754717,-0.0060701689378935735,-0.6986197035693924
EN8_金叉+放量跌为主,2021,692,0.00974541123244558,0.46098265895953755,0.0017281094863451233,0.22655401824467378
EN8_金叉+放量跌为主,2022,938,0.03156531757080493,0.5533049040511727,-0.00965024536316441,-1.3446860012674706
EN8_金叉+放量跌为主,2023,1003,-0.004255583196442918,0.42971086739780656,-0.014408274974457451,-3.035801005498984
EN8_金叉+放量跌为主,2024,2067,0.11040648820754081,0.7745524915336236,-0.005124311606971491,-0.4826290893231273
EN8_金叉+放量跌为主,2025,463,0.03682953110923048,0.5637149028077754,0.0034628546399156695,0.38931503211401736
EN8_金叉+放量跌为主,2026,671,-0.021473309257480987,0.4187779433681073,-0.017368885370809977,-2.1710818824820795
EN9_慢改善未翻红,2015,62980,0.06891176353925212,0.6327246744998413,-0.01578787965560003,-4.916869188756217
EN9_慢改善未翻红,2016,101137,0.015608606661125023,0.5207886332400605,-0.007854964123705205,-5.082248098675077
EN9_慢改善未翻红,2017,106117,-0.01943190295096441,0.4166438930614322,-0.0011912156542586874,-1.1660201391216498
EN9_慢改善未翻红,2018,117974,-0.006148192869375395,0.4533456524318918,-0.010336999432884263,-6.742399438855185
EN9_慢改善未翻红,2019,129172,0.010924682293901073,0.49445700306567986,7.630937027534865e-05,0.054114020666831374
EN9_慢改善未翻红,2020,143235,0.010727697202282198,0.47247530282403044,-0.0038086645869826784,-3.296067155651686
EN9_慢改善未翻红,2021,151428,0.01869860508496439,0.5106585307869086,-0.004463790360459408,-3.7049276467441095
EN9_慢改善未翻红,2022,177668,0.006211279073046642,0.4841839836098791,-0.0004336126338643759,-0.2568174607530746
EN9_慢改善未翻红,2023,191735,-0.002815662968244273,0.43592458340939316,-0.001905006974699638,-1.6485394241407347
EN9_慢改善未翻红,2024,198105,0.017793733169028023,0.4480452285404205,0.0023781218819185035,1.0360885858495057
EN9_慢改善未翻红,2025,220624,0.041925254051397416,0.6200685328885344,-0.00392881989117793,-3.6099731984185834
EN9_慢改善未翻红,2026,136765,-0.006557614933854132,0.4130296493986034,-0.0016711904540133754,-0.7247854916446351
