entry,exit,train,test,n_sig,cagr,win,exw,t_exw
R5b_仅D1(完整),XD_ATR2倍止损,2019-2023,2024,309,-0.10616899072402475,0.445859872611465,-0.0007035226892711151,-0.44987076688055505
R5b_仅D1(完整),XD_ATR2倍止损,2020-2024,2025,1000,-0.06614222269736325,0.5375722543352601,-0.0008095104146376204,-0.8982298895148491
R5b_仅D1(完整),XD_ATR2倍止损,2021-2025,2026,501,0.06951977718687719,0.5775862068965517,0.0007012112134965352,0.6277612825848337
R5b_仅D1(完整),XD_ATR3倍止损,2015-2019,2020,503,-0.2059918292104982,0.4975369458128079,-0.0024004238617207243,-2.3621997171957125
R5b_仅D1(完整),XD_ATR3倍止损,2016-2020,2021,570,0.06735272683209703,0.5380710659898477,-0.0008514136504682625,-1.2288896324189273
R5b_仅D1(完整),XD_ATR3倍止损,2017-2021,2022,1003,-0.24191498003061784,0.4606741573033708,-0.0007387394430855813,-0.8514211384886531
R5b_仅D1(完整),XD_ATR3倍止损,2018-2022,2023,518,-0.028572862080976424,0.47668393782383417,-0.0006509631565636056,-0.9093174319519742
R5b_仅D1(完整),XD_ATR3倍止损,2019-2023,2024,309,-0.11971586668116374,0.45222929936305734,-0.0007926834454075046,-0.5139956126783621
R5b_仅D1(完整),XD_ATR3倍止损,2020-2024,2025,1000,-0.06435428618332639,0.5317919075144508,-0.0007907803147456976,-0.8855758836719766
R5b_仅D1(完整),XD_ATR3倍止损,2021-2025,2026,501,0.08300170674169793,0.5862068965517241,0.0007756170878012059,0.7001041166376395
R6_缩量更严(vz<-1.5),XA_固定持有5日,2015-2019,2020,733,-0.1431206009461874,0.5024390243902439,-0.0015392716257379441,-1.737587125302147
R6_缩量更严(vz<-1.5),XA_固定持有5日,2016-2020,2021,1129,-0.13499793066925503,0.49372384937238495,-0.0017372292000599793,-3.409723861804814
R6_缩量更严(vz<-1.5),XA_固定持有5日,2017-2021,2022,1544,-0.4294199335947251,0.47393364928909953,-0.0018892890246662154,-2.778252600482802
R6_缩量更严(vz<-1.5),XA_固定持有5日,2018-2022,2023,1234,-0.28006738364857353,0.44583333333333336,-0.0018855091567317535,-3.6306943317370015
R6_缩量更严(vz<-1.5),XA_固定持有5日,2019-2023,2024,653,-0.4600955241078786,0.44021739130434784,-0.001197464796694661,-1.5044511530807188
R6_缩量更严(vz<-1.5),XA_固定持有5日,2020-2024,2025,2357,-0.12464415375932358,0.48826291079812206,-0.002188334465434535,-2.5202463002490134
R6_缩量更严(vz<-1.5),XA_固定持有5日,2021-2025,2026,1001,-0.3881998390297946,0.46296296296296297,-0.0018536958652161238,-2.176023775720042
R6_缩量更严(vz<-1.5),XA_固定持有10日,2015-2019,2020,733,0.00811533059758407,0.5641025641025641,-0.0009387462657852861,-1.4533403731030312
R6_缩量更严(vz<-1.5),XA_固定持有10日,2016-2020,2021,1129,0.012760701977823974,0.5720164609053497,-0.000999659488998601,-2.2106143148801745
R6_缩量更严(vz<-1.5),XA_固定持有10日,2017-2021,2022,1544,-0.42127017539562484,0.4608695652173913,-0.0017482434570484243,-3.15213462344818
R6_缩量更严(vz<-1.5),XA_固定持有10日,2018-2022,2023,1234,-0.0696093617516762,0.49173553719008267,-0.0007833943859369279,-1.9811035637086731
R6_缩量更严(vz<-1.5),XA_固定持有10日,2019-2023,2024,653,-0.2854890760487184,0.45365853658536587,-0.0005961668950364661,-0.8356809883442767
R6_缩量更严(vz<-1.5),XA_固定持有10日,2020-2024,2025,2357,-0.12884944849977764,0.5148936170212766,-0.002028463742490281,-3.0131673463989106
R6_缩量更严(vz<-1.5),XA_固定持有10日,2021-2025,2026,1001,-0.19601822095234556,0.4827586206896552,-0.0009318869672972607,-1.1709604763345889
R6_缩量更严(vz<-1.5),XD_ATR2倍止损,2015-2019,2020,733,0.013349199643372112,0.5598290598290598,-0.0009181346648057907,-1.4286475237599847
R6_缩量更严(vz<-1.5),XD_ATR2倍止损,2016-2020,2021,1129,-0.014842325967203807,0.5473251028806584,-0.0011096555806790205,-2.429936645682445
R6_缩量更严(vz<-1.5),XD_ATR2倍止损,2017-2021,2022,1544,-0.3547899800211477,0.4652173913043478,-0.0012326384330068143,-1.4493206794318418
R6_缩量更严(vz<-1.5),XD_ATR2倍止损,2018-2022,2023,1234,-0.07543198833312348,0.48760330578512395,-0.0008087803019778949,-2.058043036147708
R6_缩量更严(vz<-1.5),XD_ATR2倍止损,2019-2023,2024,653,-0.2899079164169269,0.4585365853658537,-0.0006462977538158875,-0.5769975764238532
R6_缩量更严(vz<-1.5),XD_ATR2倍止损,2020-2024,2025,2357,-0.18841534621442868,0.5106382978723404,-0.0023240151855982846,-3.365098306744307
R6_缩量更严(vz<-1.5),XD_ATR2倍止损,2021-2025,2026,1001,-0.1961223376495712,0.4827586206896552,-0.0009330932674146288,-1.175767076183086
R6_缩量更严(vz<-1.5),XD_ATR3倍止损,2015-2019,2020,733,0.01772676352012592,0.5598290598290598,-0.0009007158894598526,-1.4014087069599972
R6_缩量更严(vz<-1.5),XD_ATR3倍止损,2016-2020,2021,1129,0.011895255329700927,0.5720164609053497,-0.0010031263181059025,-2.2165331061922924
R6_缩量更严(vz<-1.5),XD_ATR3倍止损,2017-2021,2022,1544,-0.38044163573585976,0.4652173913043478,-0.0014561140317996904,-2.511352496039708
R6_缩量更严(vz<-1.5),XD_ATR3倍止损,2018-2022,2023,1234,-0.08497266953572435,0.48760330578512395,-0.0008500675424144506,-2.1549129901195836
R6_缩量更严(vz<-1.5),XD_ATR3倍止损,2019-2023,2024,653,-0.3243286263015276,0.4682926829268293,-0.000890840098703374,-1.0401897042214
R6_缩量更严(vz<-1.5),XD_ATR3倍止损,2020-2024,2025,2357,-0.16448662641458467,0.5106382978723404,-0.0022020511953366605,-3.2055001416263025
R6_缩量更严(vz<-1.5),XD_ATR3倍止损,2021-2025,2026,1001,-0.19629049130027243,0.4827586206896552,-0.0009330981384333754,-1.172737357220999
R7_用VR低位替vz,XA_固定持有5日,2015-2019,2020,4062,-0.21803071920894335,0.5219298245614035,-0.002019442868427759,-3.523041632847212
R7_用VR低位替vz,XA_固定持有5日,2016-2020,2021,4995,-0.22167732462664558,0.5082644628099173,-0.002170945650757088,-6.12757398153884
R7_用VR低位替vz,XA_固定持有5日,2017-2021,2022,7798,-0.5228918964877782,0.4641350210970464,-0.0024087428230999486,-4.979100102778826
R7_用VR低位替vz,XA_固定持有5日,2018-2022,2023,8204,-0.13275587174197612,0.4669421487603306,-0.0010630950911117154,-2.7727790141627375
R7_用VR低位替vz,XA_固定持有5日,2019-2023,2024,3181,-0.39120064079424977,0.41706161137440756,-0.0018290018354224775,-2.316604692401007
R7_用VR低位替vz,XA_固定持有5日,2020-2024,2025,8977,-0.22721334286372097,0.5020576131687243,-0.002520316352953637,-4.9310761596191455
R7_用VR低位替vz,XA_固定持有5日,2021-2025,2026,3197,-0.29361912650524913,0.47337278106508873,-0.0011706461031898213,-1.4853817289056803
R7_用VR低位替vz,XA_固定持有10日,2015-2019,2020,4062,-0.031248945001399964,0.5206611570247934,-0.0011421097995643898,-1.822542430323988
R7_用VR低位替vz,XA_固定持有10日,2016-2020,2021,4995,-0.09950985686692959,0.5308641975308642,-0.0014805003519364319,-4.7427955765627
R7_用VR低位替vz,XA_固定持有10日,2017-2021,2022,7798,-0.3076353704336725,0.5165289256198347,-0.0010591575275153975,-2.306146059147113
R7_用VR低位替vz,XA_固定持有10日,2018-2022,2023,8204,-0.016309766822397376,0.4834710743801653,-0.0005718732803519276,-1.918198778816313
R7_用VR低位替vz,XA_固定持有10日,2019-2023,2024,3181,-0.12574145976438422,0.4678111587982833,-0.0008264584155640706,-1.0570300276470386
R7_用VR低位替vz,XA_固定持有10日,2020-2024,2025,8977,-0.09930622290165991,0.5061728395061729,-0.0019174154785290434,-4.209173750358537
R7_用VR低位替vz,XA_固定持有10日,2021-2025,2026,3197,-0.03523703934209421,0.5344827586206896,-0.00022175665367057886,-0.284761134251837
R7_用VR低位替vz,XD_ATR2倍止损,2015-2019,2020,4062,-0.04160574898049385,0.5165289256198347,-0.0011822560750450167,-1.8826081421146812
R7_用VR低位替vz,XD_ATR2倍止损,2016-2020,2021,4995,-0.10998853878270831,0.5308641975308642,-0.0015274986344878073,-4.899962657422421
R7_用VR低位替vz,XD_ATR2倍止损,2017-2021,2022,7798,-0.32590765962136325,0.5165289256198347,-0.0011656349127722415,-2.52169262022402
R7_用VR低位替vz,XD_ATR2倍止损,2018-2022,2023,8204,-0.018303605902853515,0.49173553719008267,-0.000580086253283025,-1.9533257261498531
R7_用VR低位替vz,XD_ATR2倍止损,2019-2023,2024,3181,-0.14752233978328977,0.4678111587982833,-0.0009519865651411162,-1.1633678601586634
R7_用VR低位替vz,XD_ATR2倍止损,2020-2024,2025,8977,-0.13627868665393028,0.5061728395061729,-0.0020880354720440746,-4.562420450173724
R7_用VR低位替vz,XD_ATR2倍止损,2021-2025,2026,3197,-0.04029071603427081,0.5287356321839081,-0.00024319808127835443,-0.3121747454092082
R7_用VR低位替vz,XD_ATR3倍止损,2015-2019,2020,4062,-0.03645984801641189,0.512396694214876,-0.0011627561193663252,-1.8592857912492684
R7_用VR低位替vz,XD_ATR3倍止损,2016-2020,2021,4995,-0.1017857709561455,0.5308641975308642,-0.0014905854030492613,-4.772140154809715
R7_用VR低位替vz,XD_ATR3倍止损,2017-2021,2022,7798,-0.30400947259873257,0.5247933884297521,-0.0010391573289790991,-2.2559729273971407
R7_用VR低位替vz,XD_ATR3倍止损,2018-2022,2023,8204,-0.017692473489721583,0.4834710743801653,-0.0005775326830146143,-1.9364680822601814
R7_用VR低位替vz,XD_ATR3倍止损,2019-2023,2024,3181,-0.15244694076383747,0.4678111587982833,-0.0009699070764166994,-1.205262571239677
R7_用VR低位替vz,XD_ATR3倍止损,2020-2024,2025,8977,-0.11829290809915294,0.5061728395061729,-0.002002477152157469,-4.34096533607123
R7_用VR低位替vz,XD_ATR3倍止损,2021-2025,2026,3197,-0.03439981349636012,0.5344827586206896,-0.0002183353195072652,-0.2805035501328757
R8_仅缩量+没涨+低波(无超跌),XA_固定持有5日,2015-2019,2020,42749,-0.1989329905059476,0.49372384937238495,-0.0017458585759872513,-4.810498556357185
R8_仅缩量+没涨+低波(无超跌),XA_固定持有5日,2016-2020,2021,49506,-0.06632649682354164,0.522633744855967,-0.0013366477170210277,-4.484920274281285
R8_仅缩量+没涨+低波(无超跌),XA_固定持有5日,2017-2021,2022,62432,-0.35794351916926404,0.5082644628099173,-0.0013628965969618688,-4.387460614558592
R8_仅缩量+没涨+低波(无超跌),XA_固定持有5日,2018-2022,2023,77883,-0.1586429322669881,0.45454545454545453,-0.0011877612255486627,-6.2690107128831665
R8_仅缩量+没涨+低波(无超跌),XA_固定持有5日,2019-2023,2024,58155,-0.17299572872844904,0.46396396396396394,-0.0007051707678884405,-1.3205673233148452
R8_仅缩量+没涨+低波(无超跌),XA_固定持有5日,2020-2024,2025,70230,-0.07137836028379485,0.5061728395061729,-0.0018053755417381213,-5.444617658089313
R8_仅缩量+没涨+低波(无超跌),XA_固定持有5日,2021-2025,2026,41062,-0.2556895979590911,0.47126436781609193,-0.0012537843121801183,-2.2370608419493467
R8_仅缩量+没涨+低波(无超跌),XA_固定持有10日,2015-2019,2020,42749,-0.061773531753186894,0.522633744855967,-0.001084973597082359,-3.189600760281209
R8_仅缩量+没涨+低波(无超跌),XA_固定持有10日,2016-2020,2021,49506,0.06670820426033619,0.551440329218107,-0.0008094703768535498,-2.8195095131258943
R8_仅缩量+没涨+低波(无超跌),XA_固定持有10日,2017-2021,2022,62432,-0.2304950823286902,0.5371900826446281,-0.0006434793312478019,-2.059853600555059
R8_仅缩量+没涨+低波(无超跌),XA_固定持有10日,2018-2022,2023,77883,-0.018442653625323158,0.4834710743801653,-0.0005764565336373891,-3.13167048669003
R8_仅缩量+没涨+低波(无超跌),XA_固定持有10日,2019-2023,2024,58155,-0.10518255533375431,0.4845814977973568,-0.0004538259842479418,-0.9001575473386737
R8_仅缩量+没涨+低波(无超跌),XA_固定持有10日,2020-2024,2025,70230,0.0895794256820246,0.5473251028806584,-0.0011713279682734569,-3.6769495327205193
R8_仅缩量+没涨+低波(无超跌),XA_固定持有10日,2021-2025,2026,41062,-0.12562949659936717,0.4885057471264368,-0.0006080124448474555,-1.0591926794720166
R8_仅缩量+没涨+低波(无超跌),XD_ATR2倍止损,2015-2019,2020,42749,-0.08451243032624012,0.5185185185185185,-0.0011807407268576852,-3.4187843672806304
R8_仅缩量+没涨+低波(无超跌),XD_ATR2倍止损,2016-2020,2021,49506,0.05931195907179765,0.5473251028806584,-0.0008380146172989217,-2.9324500494922066
R8_仅缩量+没涨+低波(无超跌),XD_ATR2倍止损,2017-2021,2022,62432,-0.27649949221973413,0.5330578512396694,-0.0008905225495394118,-2.77705828094068
R8_仅缩量+没涨+低波(无超跌),XD_ATR2倍止损,2018-2022,2023,77883,-0.029418840234010424,0.4834710743801653,-0.0006217653027690838,-3.407205644431703
R8_仅缩量+没涨+低波(无超跌),XD_ATR2倍止损,2019-2023,2024,58155,-0.12342432918471746,0.4713656387665198,-0.000566035167076264,-0.8393467634751696
R8_仅缩量+没涨+低波(无超跌),XD_ATR2倍止损,2020-2024,2025,70230,0.061719733353820194,0.551440329218107,-0.001281479493731483,-3.736447422413818
R8_仅缩量+没涨+低波(无超跌),XD_ATR2倍止损,2021-2025,2026,41062,-0.15103408013299235,0.4885057471264368,-0.0007269010441697482,-1.2499967659762863
R8_仅缩量+没涨+低波(无超跌),XD_ATR3倍止损,2015-2019,2020,42749,-0.07211433732203398,0.51440329218107,-0.001128232664583895,-3.279247126965543
R8_仅缩量+没涨+低波(无超跌),XD_ATR3倍止损,2016-2020,2021,49506,0.06170635326926388,0.551440329218107,-0.0008285288854569234,-2.894814359756059
R8_仅缩量+没涨+低波(无超跌),XD_ATR3倍止损,2017-2021,2022,62432,-0.2525790303353599,0.5371900826446281,-0.0007606596729443814,-2.4089371483179676
R8_仅缩量+没涨+低波(无超跌),XD_ATR3倍止损,2018-2022,2023,77883,-0.01993345234054067,0.4793388429752066,-0.0005826875426544038,-3.174024816640699
R8_仅缩量+没涨+低波(无超跌),XD_ATR3倍止损,2019-2023,2024,58155,-0.12438365296910003,0.47577092511013214,-0.0005595580353175223,-0.9114708364093995
R8_仅缩量+没涨+低波(无超跌),XD_ATR3倍止损,2020-2024,2025,70230,0.07264238799989231,0.551440329218107,-0.0012379693490443017,-3.8455560338661483
R8_仅缩量+没涨+低波(无超跌),XD_ATR3倍止损,2021-2025,2026,41062,-0.1351898817589121,0.4885057471264368,-0.0006524703198147674,-1.1312662189580747
R9_仅超跌+没涨+低波(无缩量),XA_固定持有5日,2015-2019,2020,12446,-0.30395667718664654,0.4896265560165975,-0.0022276473272911596,-4.462507002500654
R9_仅超跌+没涨+低波(无缩量),XA_固定持有5日,2016-2020,2021,15083,-0.34672373729559636,0.4732510288065844,-0.002744226315254071,-7.982465255935363
R9_仅超跌+没涨+低波(无缩量),XA_固定持有5日,2017-2021,2022,25103,-0.5440492843697154,0.43983402489626555,-0.002688135952957668,-5.543827458692468
R9_仅超跌+没涨+低波(无缩量),XA_固定持有5日,2018-2022,2023,35466,-0.27655361317771965,0.41735537190082644,-0.0017869483488086753,-5.971009823528432
R9_仅超跌+没涨+低波(无缩量),XA_固定持有5日,2019-2023,2024,22752,-0.2787216283198697,0.4358974358974359,-0.0016712510046257114,-1.930458822586607
R9_仅超跌+没涨+低波(无缩量),XA_固定持有5日,2020-2024,2025,27777,-0.3117422137217808,0.48148148148148145,-0.00300575174595853,-6.167715960386813
R9_仅超跌+没涨+低波(无缩量),XA_固定持有5日,2021-2025,2026,16093,-0.31230565826349865,0.4827586206896552,-0.0015652290405823255,-2.0214546964099265
R9_仅超跌+没涨+低波(无缩量),XA_固定持有10日,2015-2019,2020,12446,-0.08640713084657692,0.522633744855967,-0.001199097424275999,-2.356608571341681
R9_仅超跌+没涨+低波(无缩量),XA_固定持有10日,2016-2020,2021,15083,-0.09486139087031964,0.5349794238683128,-0.0014552153025739326,-4.425765740811727
R9_仅超跌+没涨+低波(无缩量),XA_固定持有10日,2017-2021,2022,25103,-0.39453148879634925,0.48760330578512395,-0.001601645735059305,-3.7952165963517666
R9_仅超跌+没涨+低波(无缩量),XA_固定持有10日,2018-2022,2023,35466,-0.1069642203065091,0.44214876033057854,-0.0009564832359392122,-3.586877287736331
R9_仅超跌+没涨+低波(无缩量),XA_固定持有10日,2019-2023,2024,22752,-0.1370381609967588,0.4834710743801653,-0.0009982926541061662,-1.2335263405999424
R9_仅超跌+没涨+低波(无缩量),XA_固定持有10日,2020-2024,2025,27777,-0.089081848685301,0.5185185185185185,-0.0018942157209391828,-4.118459041435148
R9_仅超跌+没涨+低波(无缩量),XA_固定持有10日,2021-2025,2026,16093,-0.06123313057231272,0.4827586206896552,-0.0003311088886384571,-0.4191256361804077
R9_仅超跌+没涨+低波(无缩量),XD_ATR2倍止损,2015-2019,2020,12446,-0.08807778296583857,0.5308641975308642,-0.0012056409217252014,-2.3854774046038867
R9_仅超跌+没涨+低波(无缩量),XD_ATR2倍止损,2016-2020,2021,15083,-0.11079582811449007,0.5349794238683128,-0.0015260896513970528,-4.685616169591439
R9_仅超跌+没涨+低波(无缩量),XD_ATR2倍止损,2017-2021,2022,25103,-0.4125685741209377,0.4834710743801653,-0.0017228421101415604,-4.057620755634254
R9_仅超跌+没涨+低波(无缩量),XD_ATR2倍止损,2018-2022,2023,35466,-0.10499342266543876,0.43388429752066116,-0.0009482646659989004,-3.580002259059723
R9_仅超跌+没涨+低波(无缩量),XD_ATR2倍止损,2019-2023,2024,22752,-0.1159987037365744,0.4793388429752066,-0.0009142011001378458,-1.0552386411209569
R9_仅超跌+没涨+低波(无缩量),XD_ATR2倍止损,2020-2024,2025,27777,-0.11785538001365947,0.522633744855967,-0.002024966783302967,-4.270342180168338
R9_仅超跌+没涨+低波(无缩量),XD_ATR2倍止损,2021-2025,2026,16093,-0.06883887931749799,0.4827586206896552,-0.0003636905786476671,-0.4601422672874229
R9_仅超跌+没涨+低波(无缩量),XD_ATR3倍止损,2015-2019,2020,12446,-0.09276145766905186,0.5267489711934157,-0.0012264892418017168,-2.4084106941095067
R9_仅超跌+没涨+低波(无缩量),XD_ATR3倍止损,2016-2020,2021,15083,-0.09483993998646645,0.5349794238683128,-0.0014551740294615528,-4.428831410971963
R9_仅超跌+没涨+低波(无缩量),XD_ATR3倍止损,2017-2021,2022,25103,-0.4006969196367559,0.48760330578512395,-0.0016429172946205916,-3.8759093007371526
R9_仅超跌+没涨+低波(无缩量),XD_ATR3倍止损,2018-2022,2023,35466,-0.09984879119933265,0.4380165289256198,-0.0009252937427481882,-3.4931057692443184
R9_仅超跌+没涨+低波(无缩量),XD_ATR3倍止损,2019-2023,2024,22752,-0.112293826184371,0.47520661157024796,-0.0008942883327584638,-1.0489388686517926
R9_仅超跌+没涨+低波(无缩量),XD_ATR3倍止损,2020-2024,2025,27777,-0.10697101672897846,0.522633744855967,-0.0019752857590475646,-4.210709388102656
R9_仅超跌+没涨+低波(无缩量),XD_ATR3倍止损,2021-2025,2026,16093,-0.06357411278162162,0.4885057471264368,-0.0003410288046779685,-0.43159561459246976
